row_type,yr,service_category,subcategory,type_of_service,service_group,dual_status,age_band,sex,allowed,pc_allowed,ab_mm,pd_mm
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Female,455272.79,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,85+,Female,507.0,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Female,1358322.56,,,
spend,2017,Other,Durable medical equipment,n/a,,Dual,75-84,Female,348.16,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,65-74,Female,3953.58,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Male,20271.86,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Male,73625.17,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,85+,Female,28108.23,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,65-74,Female,238325.76,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,75-84,Male,5448.59,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,85+,Male,29878.09,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,<65,Male,1438.44,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,65-74,Male,188194.14,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Female,25652.14,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Male,18517.74,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,75-84,Female,2244.18,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Male,1677168.75,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,65-74,Male,97111.96,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,E&M,,Dual,65-74,Male,615.85,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,65-74,Female,5415.7,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,65-74,Female,99957.5,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Female,15166.18,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Male,309970.65,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Male,569099.8,,,
spend,2017,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Female,620.44,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,85+,Female,554879.51,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,85+,Male,42182.81,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Female,434369.37,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Female,11951.09,,,
spend,2017,Professional,Urgent care,E&M,,Dual,85+,Female,4926.8,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,85+,Female,333751.17,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Male,28864.33,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Male,20162.8,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Female,158561.32,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,85+,Female,4946.35,,,
spend,2017,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Male,2179.62,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,75-84,Female,1220.94,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Male,22146.69,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Female,471062.86,,,
spend,2017,Professional,Home health,n/a,,Non-dual,65-74,Female,113775.85,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Male,298944.27,,,
spend,2017,Professional,Home health,n/a,,Non-dual,65-74,Male,139428.15,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Female,12521.7,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Male,371037.96,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Male,1706277.91,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,75-84,Female,2930.48,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Female,15616.4,,,
spend,2017,Professional,Home health,n/a,,Dual,65-74,Female,52787.09,,,
spend,2017,Professional,Home health,n/a,,Non-dual,75-84,Female,22303.63,,,
spend,2017,Professional,Home health,n/a,,Non-dual,75-84,Male,60119.56,,,
spend,2017,Professional,Home health,n/a,,Dual,65-74,Male,11653.45,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,<65,Male,600.5,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Female,1757714.78,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Female,46615.23,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,75-84,Female,244578.29,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,65-74,Female,38437.05,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,75-84,Male,922.3,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,<65,Male,383704.93,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,<65,Female,653757.9,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Female,2495.58,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Female,644747.3,,,
spend,2017,Long-Term Care,Hospice,n/a,,Non-dual,75-84,Male,240138.0,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Male,105704.61,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Female,2161145.23,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,65-74,Male,514.1,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Female,0.0,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Male,44189.84,,,
spend,2017,Professional,Services at home,Unclassified,,Dual,<65,Female,737.43,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Female,66241.27,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,<65,Male,12095.38,,,
spend,2017,Professional,Urgent care,E&M,,Dual,<65,Female,2208.9,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Female,188405.65,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Male,26655.07,,,
spend,2017,Professional,Urgent care,E&M,,Dual,65-74,Male,4585.72,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Female,15674.2,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,65-74,Male,103353.94,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Female,1687.74,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,<65,Female,6918.56,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Male,0.0,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Female,821241.4,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,65-74,Female,79358.68,,,
spend,2017,Professional,Services at home,E&M,,Non-dual,<65,Female,468.2,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Female,16121.98,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,<65,Female,472.9,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Female,1163729.52,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,<65,Female,472.9,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,85+,Female,44444.29,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Male,1298146.44,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Female,302863.53,,,
spend,2017,Professional,Services at home,E&M,,Non-dual,65-74,Male,615.85,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Male,2114.0,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,65-74,Male,2799.93,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,<65,Male,70028.62,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,65-74,Female,6289.94,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,75-84,Male,1301.4,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Male,931480.98,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,65-74,Female,2954.57,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Male,314762.71,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,65-74,Male,148555.24,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Male,167874.88,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Female,25084.22,,,
spend,2017,Other,Durable medical equipment,n/a,,Dual,<65,Male,1718.16,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,85+,Male,5658.19,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Male,1517792.08,,,
spend,2017,Professional,Services at home,Exceptions/unclassified,,Non-dual,65-74,Female,0.0,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Female,151392.73,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,75-84,Female,905.59,,,
spend,2017,Professional,Nursing facility / hospice setting,E&M,,Non-dual,75-84,Male,2373.87,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Female,1900.59,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,85+,Female,201427.45,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Female,600.5,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,75-84,Female,16200.49,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,65-74,Female,220327.83,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Male,0.0,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,85+,Male,68496.97,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Female,420832.44,,,
spend,2017,Professional,Urgent care,E&M,,Dual,65-74,Female,472.7,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Male,855264.01,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Female,95480.17,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,65-74,Female,1233.9,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,75-84,Male,10369.47,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Male,1817222.64,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,<65,Female,36774.31,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Female,1111251.75,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Male,11928.17,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,<65,Female,39235.49,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,75-84,Female,193766.31,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Male,7432.88,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,65-74,Male,248774.05,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Imaging,,Dual,<65,Male,1683.47,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,75-84,Male,70283.35,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,75-84,Female,98262.72,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,75-84,Male,0.0,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Dual,85+,Female,1365.34,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Female,85406.78,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,85+,Male,223638.4,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Female,370.2,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,75-84,Female,0.0,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Female,0.0,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Female,459731.1,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,75-84,Female,30190.12,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Male,600.5,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Male,270392.32,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Male,988220.31,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Female,711959.95,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,<65,Male,29181.56,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Female,271945.28,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Male,232097.37,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Female,756.34,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Male,1206.6,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,75-84,Male,241971.0,,,
spend,2017,Professional,Urgent care,Unclassified,,Dual,75-84,Male,111072.79,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Male,215610.53,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,75-84,Female,1847.55,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2017,Professional,Services at home,Unclassified,,Dual,65-74,Male,1094.29,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Dual,<65,Male,1453.11,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Male,133643.51,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,85+,Male,776.98,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,85+,Male,3743.65,,,
spend,2017,Professional,Urgent care,E&M,,Dual,<65,Male,6743.25,,,
spend,2017,Professional,Services at home,Unclassified,,Non-dual,85+,Female,2100.29,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,75-84,Male,2333.4,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,<65,Female,230486.33,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,<65,Male,28433.75,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,65-74,Male,12022.14,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Male,76687.55,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,<65,Female,182946.61,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2017,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Male,4679.49,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Dual,85+,Female,8271.65,,,
spend,2017,Professional,Urgent care,E&M,,Non-dual,<65,Female,1201.0,,,
spend,2017,Professional,Urgent care,Unclassified,,Non-dual,<65,Male,296494.54,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Male,201444.48,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Female,404945.79,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Male,117986.53,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Female,133782.76,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Female,889790.98,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Male,917518.71,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Female,1110491.08,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Female,20600.26,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Female,17320.77,,,
spend,2017,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Male,6428.42,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Female,2593790.28,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Male,603589.71,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Female,5463269.73,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Male,5264513.51,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Male,1121831.57,,,
spend,2017,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Male,620.44,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Female,8743.08,,,
spend,2017,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,<65,Male,145614.63,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Male,452101.65,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,85+,Female,5358.76,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Female,336855.88,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Male,9343852.06,,,
spend,2017,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Female,43813304.08,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,85+,Male,457.82,,,
spend,2017,Long-Term Care,Hospice,n/a,,Dual,85+,Male,20034.5,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Female,106906.95,,,
spend,2017,Other,Durable medical equipment,n/a,,Non-dual,85+,Female,733.56,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Male,1443496.39,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Male,4524.38,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Female,756667.93,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Female,13618.54,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,65-74,Male,751029.82,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Female,256298.45,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Male,930371.73,,,
spend,2017,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Male,30763.85,,,
spend,2017,Professional,Home health,n/a,,Non-dual,85+,Female,10360.61,,,
spend,2017,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2017,Professional,Services at home,E&M,,Non-dual,85+,Female,431.4,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Female,1199125.64,,,
spend,2017,Inpatient Hospital,Acute care hospital,n/a,,Dual,65-74,Female,232843.07,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Female,166887.67,,,
spend,2017,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Male,381362.37,,,
spend,2017,Professional,Home health,n/a,,Non-dual,85+,Male,7464.54,,,
spend,2017,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Male,2318360.99,,,
spend,2017,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Male,182574.63,,,
spend,2017,Other,Durable medical equipment,n/a,,Dual,<65,Female,1758.13,,,
spend,2018,Professional,Urgent care,Unclassified,,Non-dual,75-84,Male,149189.91,,,
spend,2018,Professional,Nursing facility / hospice setting,E&M,,Dual,<65,Male,507.0,,,
spend,2018,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Male,269556.77,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Female,778250.17,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Male,450448.69,,,
spend,2018,Other,Durable medical equipment,n/a,,Dual,85+,Male,107.04,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Female,242572.72,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Female,39339.15,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Male,54520.15,,,
spend,2018,Long-Term Care,Hospice,n/a,,Dual,75-84,Female,145381.13,,,
spend,2018,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Male,70944.0,,,
spend,2018,Long-Term Care,Hospice,n/a,,Dual,75-84,Male,215615.7,,,
spend,2018,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Female,46180.21,,,
spend,2018,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Female,76469.27,,,
spend,2018,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Male,18779.72,,,
spend,2018,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Female,159412.97,,,
spend,2018,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Female,5053.19,,,
spend,2018,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Male,70755.12,,,
spend,2018,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Female,1024835.59,,,
spend,2018,Professional,Urgent care,E&M,,Non-dual,85+,Male,3024.9,,,
spend,2018,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Male,418955.01,,,
spend,2018,Professional,Office (incl. telehealth),E&M,,Dual,<65,Male,66447.99,,,
spend,2018,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Male,932632.45,,,
spend,2018,Other,Durable medical equipment,n/a,,Dual,85+,Female,243.1,,,
spend,2018,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,75-84,Female,4235.39,,,
spend,2018,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Female,2638897.72,,,
spend,2018,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Male,62333.39,,,
spend,2018,Professional,Services at home,E&M,,Non-dual,<65,Female,468.2,,,
spend,2018,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2018,Professional,Office (incl. telehealth),E&M,,Dual,<65,Female,40875.46,,,
spend,2018,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Male,2275292.01,,,
spend,2018,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Female,1240.88,,,
spend,2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Male,2478.33,,,
spend,2018,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Female,615.85,,,
spend,2018,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Female,8998.9,,,
spend,2018,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Female,442992.83,,,
spend,2018,Professional,Urgent care,E&M,,Non-dual,85+,Female,6587.61,,,
spend,2018,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Male,32882.34,,,
spend,2018,Professional,Nursing facility / hospice setting,Unclassified,,Dual,<65,Male,1453.15,,,
spend,2018,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Female,618333.15,,,
spend,2018,Professional,Nursing facility / hospice setting,Unclassified,,Dual,85+,Female,1513.41,,,
spend,2018,Other,Durable medical equipment,n/a,,Non-dual,<65,Female,4533.38,,,
spend,2018,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2018,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Male,36885.52,,,
spend,2018,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,85+,Male,359.77,,,
spend,2018,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Female,4579.85,,,
spend,2018,Other,Durable medical equipment,n/a,,Dual,<65,Male,2179.09,,,
spend,2018,Professional,Services at home,E&M,,Non-dual,<65,Male,1450.5,,,
spend,2018,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,85+,Male,3785.14,,,
spend,2018,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Male,4308.78,,,
spend,2018,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Male,1458613.15,,,
spend,2018,Other,Durable medical equipment,n/a,,Dual,<65,Female,1496.46,,,
