yr,service_category,subcategory,type_of_service,dual,age_band,sex,allowed,paid,n_rows,n_benes
2017,Professional,Services at home,Exceptions/unclassified,true,65-74,Male,0.0,0.0,1,1
2017,Professional,Services at home,Exceptions/unclassified,true,<65,Female,0.0,0.0,3,1
2017,Professional,Services at home,Exceptions/unclassified,true,<65,Male,0.0,0.0,4,2
2017,Professional,Services at home,Unclassified,false,65-74,Female,2116.41,1508.09,29,2
2017,Professional,Services at home,Unclassified,false,65-74,Male,2061.81,1412.2800000000002,27,2
2017,Professional,Services at home,Unclassified,false,75-84,Female,2930.48,2157.9900000000002,41,3
2017,Professional,Services at home,Unclassified,false,75-84,Male,922.3,552.9200000000001,14,1
2017,Professional,Services at home,Unclassified,false,85+,Female,2100.29,1680.2199999999998,25,2
2017,Professional,Services at home,Unclassified,false,85+,Male,776.98,621.5799999999999,7,1
2017,Professional,Services at home,Unclassified,false,<65,Female,6918.5599999999995,5164.95,77,7
2017,Professional,Services at home,Unclassified,false,<65,Male,12095.380000000001,9118.47,131,10
2017,Professional,Services at home,Unclassified,true,65-74,Male,1094.29,1094.29,11,1
2017,Professional,Services at home,Unclassified,true,<65,Female,737.4300000000001,737.4300000000001,7,1
2017,Professional,Services at home,Unclassified,true,<65,Male,2584.81,2584.81,24,2
2017,Professional,Urgent care,E&M,false,65-74,Female,5415.7,4332.56,9,3
2017,Professional,Urgent care,E&M,false,65-74,Male,11427.450000000003,9141.960000000003,20,6
2017,Professional,Urgent care,E&M,false,75-84,Female,1847.5500000000002,1478.04,3,1
2017,Professional,Urgent care,E&M,false,75-84,Male,2333.4,1866.72,4,2
2017,Professional,Urgent care,E&M,false,85+,Male,3743.6500000000005,2994.92,7,4
2017,Professional,Urgent care,E&M,false,<65,Female,1201.0,960.8,2,1
2017,Professional,Urgent care,E&M,false,<65,Male,28433.75,22822.770000000004,49,20
2017,Professional,Urgent care,E&M,true,65-74,Female,472.7,378.16,1,1
2017,Professional,Urgent care,E&M,true,65-74,Male,4585.72,3668.58,5,4
2017,Professional,Urgent care,E&M,true,85+,Female,4926.8,3941.4399999999996,8,1
2017,Professional,Urgent care,E&M,true,<65,Female,2208.9,1861.66,5,2
2017,Professional,Urgent care,E&M,true,<65,Male,6743.25,6526.8099999999995,12,7
2017,Professional,Urgent care,Exceptions/unclassified,false,65-74,Female,0.0,0.0,330,39
2017,Professional,Urgent care,Exceptions/unclassified,false,65-74,Male,7432.88,5946.3099999999995,380,46
2017,Professional,Urgent care,Exceptions/unclassified,false,75-84,Female,0.0,0.0,142,12
2017,Professional,Urgent care,Exceptions/unclassified,false,75-84,Male,0.0,0.0,112,10
2017,Professional,Urgent care,Exceptions/unclassified,false,85+,Female,0.0,0.0,337,19
2017,Professional,Urgent care,Exceptions/unclassified,false,85+,Male,0.0,0.0,365,31
2017,Professional,Urgent care,Exceptions/unclassified,false,<65,Female,0.0,0.0,201,33
2017,Professional,Urgent care,Exceptions/unclassified,false,<65,Male,4679.49,4101.87,297,45
2017,Professional,Urgent care,Exceptions/unclassified,true,65-74,Female,0.0,0.0,76,10
2017,Professional,Urgent care,Exceptions/unclassified,true,65-74,Male,0.0,0.0,170,19
2017,Professional,Urgent care,Exceptions/unclassified,true,75-84,Female,0.0,0.0,40,5
2017,Professional,Urgent care,Exceptions/unclassified,true,75-84,Male,0.0,0.0,122,10
2017,Professional,Urgent care,Exceptions/unclassified,true,85+,Female,0.0,0.0,90,4
2017,Professional,Urgent care,Exceptions/unclassified,true,85+,Male,0.0,0.0,110,8
2017,Professional,Urgent care,Exceptions/unclassified,true,<65,Female,0.0,0.0,26,13
2017,Professional,Urgent care,Exceptions/unclassified,true,<65,Male,0.0,0.0,30,8
2017,Professional,Urgent care,Unclassified,false,65-74,Female,220327.83000000028,174192.27,1763,44
2017,Professional,Urgent care,Unclassified,false,65-74,Male,248774.05000000042,196032.94999999984,1895,53
2017,Professional,Urgent care,Unclassified,false,75-84,Female,98262.71999999988,78363.4299999999,780,13
2017,Professional,Urgent care,Unclassified,false,75-84,Male,70283.34999999992,56139.31000000007,587,14
2017,Professional,Urgent care,Unclassified,false,85+,Female,201427.45000000068,160956.6899999993,1712,19
2017,Professional,Urgent care,Unclassified,false,85+,Male,223638.4000000004,178725.01999999973,1738,31
2017,Professional,Urgent care,Unclassified,false,<65,Female,230486.32999999973,186489.17,1277,43
2017,Professional,Urgent care,Unclassified,false,<65,Male,296494.54000000056,240301.02999999985,2147,59
2017,Professional,Urgent care,Unclassified,true,65-74,Female,38437.049999999996,32402.56000000003,326,11
2017,Professional,Urgent care,Unclassified,true,65-74,Male,103353.93999999984,79097.43999999994,817,21
2017,Professional,Urgent care,Unclassified,true,75-84,Female,30190.12000000001,19288.380000000016,205,5
2017,Professional,Urgent care,Unclassified,true,75-84,Male,111072.79000000014,54455.710000000014,680,11
2017,Professional,Urgent care,Unclassified,true,85+,Female,44444.28999999998,14790.650000000016,461,4
2017,Professional,Urgent care,Unclassified,true,85+,Male,68496.96999999981,40494.50000000004,493,8
2017,Professional,Urgent care,Unclassified,true,<65,Female,39235.490000000034,32653.469999999972,280,16
2017,Professional,Urgent care,Unclassified,true,<65,Male,29181.560000000005,26935.520000000008,274,14
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,65-74,Female,821241.400000006,596862.5099999979,5749,427
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,65-74,Male,931480.980000005,677388.1399999995,6360,433
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,75-84,Female,336855.8799999999,253285.21999999974,2356,138
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,75-84,Male,603589.7100000024,408431.66999999934,3708,153
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,85+,Female,711959.9500000044,548147.6799999996,3668,133
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,85+,Male,988220.310000005,769045.9699999966,4016,137
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,<65,Female,1163729.520000007,829870.9599999996,5631,657
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,false,<65,Male,1298146.4400000097,887488.4399999963,7113,714
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,65-74,Female,302863.52999999956,186232.57000000015,1866,129
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,65-74,Male,298944.2699999998,221172.5799999997,2140,148
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,75-84,Female,151392.72999999986,120996.36000000042,1092,63
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,75-84,Male,314762.70999999985,208466.0000000001,1758,63
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,85+,Female,256298.45000000045,111332.60999999993,1139,49
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,85+,Male,381362.3700000001,153813.37,1268,41
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,<65,Female,404945.79000000074,291182.62000000046,2022,230
2017,Retail Pharmacy,Prescription drugs (Part D),n/a,true,<65,Male,452101.6499999998,339731.88000000035,2472,232
2018,Inpatient Hospital,Acute care hospital,n/a,false,65-74,Female,1769978.5499999996,1487186.33,200,131
2018,Inpatient Hospital,Acute care hospital,n/a,false,65-74,Male,2275292.0100000007,1895317.7399999998,193,124
2018,Inpatient Hospital,Acute care hospital,n/a,false,75-84,Female,778250.17,648389.9900000002,121,54
2018,Inpatient Hospital,Acute care hospital,n/a,false,75-84,Male,606686.9599999996,505039.59000000014,178,56
2018,Inpatient Hospital,Acute care hospital,n/a,false,85+,Female,242572.71999999988,201939.82000000004,131,40
2018,Inpatient Hospital,Acute care hospital,n/a,false,85+,Male,450448.6899999998,377690.40999999986,225,48
2018,Inpatient Hospital,Acute care hospital,n/a,false,<65,Female,2557945.4899999998,2182901.000000002,323,254
2018,Inpatient Hospital,Acute care hospital,n/a,false,<65,Male,1786433.9700000007,1533420.7699999984,318,216
2018,Inpatient Hospital,Acute care hospital,n/a,true,65-74,Female,520549.23,491484.56999999995,84,53
2018,Inpatient Hospital,Acute care hospital,n/a,true,65-74,Male,553293.5599999998,486386.1499999998,90,52
2018,Inpatient Hospital,Acute care hospital,n/a,true,75-84,Female,797372.6100000001,672528.9899999996,44,23
2018,Inpatient Hospital,Acute care hospital,n/a,true,75-84,Male,313168.8600000001,279882.2200000001,119,45
2018,Inpatient Hospital,Acute care hospital,n/a,true,85+,Female,39339.15,33898.87,25,16
2018,Inpatient Hospital,Acute care hospital,n/a,true,85+,Male,54520.15,53527.990000000005,32,12
2018,Inpatient Hospital,Acute care hospital,n/a,true,<65,Female,1317915.1699999997,1280597.9400000004,128,92
2018,Inpatient Hospital,Acute care hospital,n/a,true,<65,Male,1168630.08,1071139.8599999996,132,95
2018,Long-Term Care,Hospice,n/a,false,65-74,Female,391785.18000000005,391785.18000000005,25,25
2018,Long-Term Care,Hospice,n/a,false,65-74,Male,368226.2199999999,368226.2199999999,27,27
2018,Long-Term Care,Hospice,n/a,false,75-84,Female,341957.77999999997,341957.77999999997,25,25
2018,Long-Term Care,Hospice,n/a,false,75-84,Male,421834.29000000004,421834.29000000004,32,32
2018,Long-Term Care,Hospice,n/a,false,85+,Female,101834.47999999998,101834.47999999998,7,7
2018,Long-Term Care,Hospice,n/a,false,85+,Male,26358.64,26358.64,3,3
2018,Long-Term Care,Hospice,n/a,true,65-74,Female,94602.38,94602.38,7,7
2018,Long-Term Care,Hospice,n/a,true,65-74,Male,75543.7,75543.7,6,6
2018,Long-Term Care,Hospice,n/a,true,75-84,Female,145381.13,145381.13,8,8
2018,Long-Term Care,Hospice,n/a,true,75-84,Male,215615.69999999995,215615.69999999995,16,16
2018,Long-Term Care,Hospice,n/a,true,85+,Female,17483.95,17483.95,2,2
2018,Long-Term Care,Hospice,n/a,true,85+,Male,11640.75,11640.75,1,1
2018,Long-Term Care,Skilled nursing facility,n/a,false,65-74,Female,491079.32,402859.37999999995,23,23
2018,Long-Term Care,Skilled nursing facility,n/a,false,65-74,Male,494202.14999999997,391838.59,36,36
2018,Long-Term Care,Skilled nursing facility,n/a,false,75-84,Female,308680.23000000004,246944.15000000002,14,14
2018,Long-Term Care,Skilled nursing facility,n/a,false,75-84,Male,353618.81,282708.51999999996,18,17
2018,Long-Term Care,Skilled nursing facility,n/a,false,85+,Female,103145.73000000001,82516.5,5,5
2018,Long-Term Care,Skilled nursing facility,n/a,false,85+,Male,110374.08,88299.20000000001,8,8
2018,Long-Term Care,Skilled nursing facility,n/a,false,<65,Female,211033.5,179011.16,11,11
2018,Long-Term Care,Skilled nursing facility,n/a,false,<65,Male,342164.06999999995,274888.96,17,17
2018,Long-Term Care,Skilled nursing facility,n/a,true,65-74,Female,250228.23,226281.41,9,9
2018,Long-Term Care,Skilled nursing facility,n/a,true,65-74,Male,158532.45,157089.02000000002,12,12
2018,Long-Term Care,Skilled nursing facility,n/a,true,75-84,Female,76469.26999999999,69652.23,4,4
2018,Long-Term Care,Skilled nursing facility,n/a,true,75-84,Male,62333.38999999999,54429.67999999999,8,7
2018,Long-Term Care,Skilled nursing facility,n/a,true,85+,Female,15933.900000000001,14679.61,4,4
2018,Long-Term Care,Skilled nursing facility,n/a,true,85+,Male,164716.3,151132.43,6,6
2018,Long-Term Care,Skilled nursing facility,n/a,true,<65,Female,46180.21000000001,41028.33,3,3
2018,Long-Term Care,Skilled nursing facility,n/a,true,<65,Male,70755.12,59817.7,8,8
2018,Other,Durable medical equipment,n/a,false,65-74,Female,2627.4999999999955,2066.7599999999957,750,359
2018,Other,Durable medical equipment,n/a,false,65-74,Male,3018.419999999998,2337.2299999999946,1493,365
2018,Other,Durable medical equipment,n/a,false,75-84,Female,1115.1300000000003,865.7599999999996,423,124
2018,Other,Durable medical equipment,n/a,false,75-84,Male,1466.7200000000012,1134.1899999999998,893,143
2018,Other,Durable medical equipment,n/a,false,85+,Female,705.2900000000004,520.1700000000002,340,83
2018,Other,Durable medical equipment,n/a,false,85+,Male,633.61,492.11000000000007,597,67
2018,Other,Durable medical equipment,n/a,false,<65,Female,4533.379999999997,3675.099999999996,1358,415
2018,Other,Durable medical equipment,n/a,false,<65,Male,7038.409999999967,5740.630000000014,3185,576
2018,Other,Durable medical equipment,n/a,true,65-74,Female,1033.2900000000009,835.0400000000004,379,128
2018,Other,Durable medical equipment,n/a,true,65-74,Male,1092.5900000000015,901.6400000000003,490,119
2018,Other,Durable medical equipment,n/a,true,75-84,Female,458.5,301.18,151,44
2018,Other,Durable medical equipment,n/a,true,75-84,Male,392.78,343.99999999999994,200,63
2018,Other,Durable medical equipment,n/a,true,85+,Female,243.1,206.86999999999998,150,25
2018,Other,Durable medical equipment,n/a,true,85+,Male,107.04,80.15000000000002,78,19
2018,Other,Durable medical equipment,n/a,true,<65,Female,1496.4600000000019,1241.3200000000002,555,155
2018,Other,Durable medical equipment,n/a,true,<65,Male,2179.09,1897.659999999999,1094,195
2018,Outpatient Hospital,Hospital outpatient,n/a,false,65-74,Female,6222138.139999993,6138234.409999995,3813,530
2018,Outpatient Hospital,Hospital outpatient,n/a,false,65-74,Male,5722431.3599999845,5657561.169999983,3515,523
2018,Outpatient Hospital,Hospital outpatient,n/a,false,75-84,Female,1655348.5199999996,1634532.7,1075,185
2018,Outpatient Hospital,Hospital outpatient,n/a,false,75-84,Male,2210459.6199999996,2185906.21,1670,210
2018,Outpatient Hospital,Hospital outpatient,n/a,false,85+,Female,1235459.4299999997,1218340.43,1142,148
2018,Outpatient Hospital,Hospital outpatient,n/a,false,85+,Male,1366975.5800000005,1348396.1800000004,1513,146
2018,Outpatient Hospital,Hospital outpatient,n/a,false,<65,Female,29351291.07999999,29089213.66999999,8969,893
2018,Outpatient Hospital,Hospital outpatient,n/a,false,<65,Male,9942318.160000008,9747824.160000011,7126,711
2018,Outpatient Hospital,Hospital outpatient,n/a,true,65-74,Female,7122018.649999993,7103334.169999993,1070,175
2018,Outpatient Hospital,Hospital outpatient,n/a,true,65-74,Male,2068134.110000001,2044665.910000001,1284,197
2018,Outpatient Hospital,Hospital outpatient,n/a,true,75-84,Female,1024835.5900000003,1014541.1500000001,781,82
2018,Outpatient Hospital,Hospital outpatient,n/a,true,75-84,Male,932632.4499999998,923111.9399999998,756,88
2018,Outpatient Hospital,Hospital outpatient,n/a,true,85+,Female,440759.04999999993,434356.35999999987,485,52
2018,Outpatient Hospital,Hospital outpatient,n/a,true,85+,Male,381497.32999999996,375333.87,435,51
2018,Outpatient Hospital,Hospital outpatient,n/a,true,<65,Female,14358537.839999996,14297894.579999996,3689,316
2018,Outpatient Hospital,Hospital outpatient,n/a,true,<65,Male,3464152.969999998,3416741.1999999983,2726,263
2018,Professional,Home health,n/a,false,65-74,Female,127061.92000000001,127061.92000000001,13,13
2018,Professional,Home health,n/a,false,65-74,Male,89941.98999999999,89941.98999999999,10,10
2018,Professional,Home health,n/a,false,75-84,Female,28884.27,28884.27,4,4
2018,Professional,Home health,n/a,false,75-84,Male,48976.12,48976.12,6,5
2018,Professional,Home health,n/a,false,85+,Male,11539.36,11539.36,1,1
2018,Professional,Home health,n/a,true,65-74,Female,78139.47,78139.47,9,9
2018,Professional,Home health,n/a,true,75-84,Female,8818.22,8818.22,1,1
2018,Professional,Home health,n/a,true,75-84,Male,2801.05,2801.05,1,1
2018,Professional,Home health,n/a,true,85+,Female,0.0,0.0,1,1
2018,Professional,Inpatient/outpatient hospital setting,E&M,false,65-74,Female,615.85,492.68,1,1
2018,Professional,Inpatient/outpatient hospital setting,E&M,false,65-74,Male,1216.35,973.0799999999999,2,2
2018,Professional,Inpatient/outpatient hospital setting,E&M,false,<65,Male,997.55,874.38,2,2
2018,Professional,Inpatient/outpatient hospital setting,E&M,true,75-84,Male,442.59,354.07,1,1
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,65-74,Female,481.7,385.36,1,1
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,65-74,Male,2611.25,2089.0,5,5
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,75-84,Male,1045.19,836.15,2,2
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,<65,Female,436.75,349.4,1,1
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,<65,Male,615.85,492.68,1,1
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,65-74,Male,481.7,385.36,1,1
2018,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,75-84,Male,442.59,354.07,1,1
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,65-74,Female,600.5,480.4,1,1
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,65-74,Male,1093.3400000000001,874.6700000000001,2,2
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,75-84,Female,2406.19,1804.9899999999998,4,4
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,75-84,Male,1129.95,772.1700000000001,2,2
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,<65,Female,2758.19,2206.5499999999997,5,4
2018,Professional,Inpatient/outpatient hospital setting,Imaging,false,<65,Male,2633.99,2203.5299999999997,5,5
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,65-74,Female,446660.7199999999,357141.95999999973,364,18
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,65-74,Male,542240.7400000002,433419.8499999998,354,17
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,75-84,Female,80823.10000000002,64405.67,53,8
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,75-84,Male,70943.99999999999,56700.60000000001,82,4
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,<65,Female,246953.31000000003,197266.90999999986,145,12
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,false,<65,Male,425041.14000000025,342987.1299999999,242,18
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,65-74,Female,73583.18,45706.95,30,3
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,65-74,Male,36195.529999999984,35663.62000000001,18,2
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,75-84,Female,41758.340000000004,33406.659999999996,10,1
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,75-84,Male,48182.55,44469.6,48,2
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,85+,Male,3785.1400000000003,3028.09,10,1
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,<65,Female,4579.850000000001,0.0,16,1
2018,Professional,Inpatient/outpatient hospital setting,Unclassified,true,<65,Male,4308.78,4168.78,16,2
2018,Professional,Nursing facility / hospice setting,E&M,false,65-74,Female,2317.85,1854.28,1,1
2018,Professional,Nursing facility / hospice setting,E&M,false,65-74,Male,620.44,496.35,1,1
2018,Professional,Nursing facility / hospice setting,E&M,false,75-84,Male,620.44,496.35,1,1
2018,Professional,Nursing facility / hospice setting,E&M,false,<65,Female,1240.88,992.7,2,2
2018,Professional,Nursing facility / hospice setting,E&M,false,<65,Male,3295.87,2636.69,6,6
2018,Professional,Nursing facility / hospice setting,E&M,true,<65,Male,507.0,405.6,1,1
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,65-74,Female,0.0,0.0,7,3
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,65-74,Male,0.0,0.0,12,5
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,75-84,Female,0.0,0.0,3,1
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,75-84,Male,2478.33,1982.66,16,5
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,85+,Female,0.0,0.0,2,1
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,85+,Male,0.0,0.0,5,3
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,<65,Female,0.0,0.0,22,9
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,<65,Male,507.0,405.6,19,9
2018,Professional,Nursing facility / hospice setting,Exceptions/unclassified,true,<65,Male,0.0,0.0,3,1
2018,Professional,Nursing facility / hospice setting,Unclassified,false,65-74,Female,15532.25,12425.780000000002,37,3
2018,Professional,Nursing facility / hospice setting,Unclassified,false,65-74,Male,6989.530000000002,5039.049999999999,66,5
2018,Professional,Nursing facility / hospice setting,Unclassified,false,75-84,Female,756.3399999999999,420.17999999999995,14,1
2018,Professional,Nursing facility / hospice setting,Unclassified,false,75-84,Male,22158.009999999984,17357.320000000007,75,5
2018,Professional,Nursing facility / hospice setting,Unclassified,false,85+,Female,1039.8600000000001,831.8899999999999,12,1
2018,Professional,Nursing facility / hospice setting,Unclassified,false,85+,Male,5023.92,4019.12,39,3
2018,Professional,Nursing facility / hospice setting,Unclassified,false,<65,Female,26977.400000000012,20838.66,115,11
2018,Professional,Nursing facility / hospice setting,Unclassified,false,<65,Male,32882.34,25627.54,155,13
2018,Professional,Nursing facility / hospice setting,Unclassified,true,85+,Female,1513.4099999999999,1513.4099999999999,4,1
2018,Professional,Nursing facility / hospice setting,Unclassified,true,<65,Male,1453.15,976.12,16,1
2018,Professional,Office (incl. telehealth),E&M,false,65-74,Female,32580.570000000003,25776.260000000006,47,41
2018,Professional,Office (incl. telehealth),E&M,false,65-74,Male,67965.85999999999,54230.36,109,87
2018,Professional,Office (incl. telehealth),E&M,false,75-84,Female,15895.16,12716.119999999999,15,12
2018,Professional,Office (incl. telehealth),E&M,false,75-84,Male,44938.21000000001,35937.530000000006,75,41
2018,Professional,Office (incl. telehealth),E&M,false,85+,Female,14648.79,11611.130000000001,26,14
2018,Professional,Office (incl. telehealth),E&M,false,85+,Male,18779.720000000005,15023.759999999997,38,17
2018,Professional,Office (incl. telehealth),E&M,false,<65,Female,122408.50000000003,98331.82999999999,169,140
2018,Professional,Office (incl. telehealth),E&M,false,<65,Male,207539.9200000001,166173.60000000006,348,304
2018,Professional,Office (incl. telehealth),E&M,true,65-74,Female,11829.500000000002,9172.619999999999,17,12
2018,Professional,Office (incl. telehealth),E&M,true,65-74,Male,26985.55,23312.72,47,30
2018,Professional,Office (incl. telehealth),E&M,true,75-84,Female,10047.73,7383.67,13,6
2018,Professional,Office (incl. telehealth),E&M,true,75-84,Male,15375.320000000003,14156.37,21,14
2018,Professional,Office (incl. telehealth),E&M,true,85+,Female,3519.7699999999995,2582.85,8,5
2018,Professional,Office (incl. telehealth),E&M,true,85+,Male,6102.65,4595.33,7,7
2018,Professional,Office (incl. telehealth),E&M,true,<65,Female,40875.46,31403.4,52,47
2018,Professional,Office (incl. telehealth),E&M,true,<65,Male,66447.99000000002,54652.76000000002,114,99
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,65-74,Female,7576.21,6060.96,2261,676
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,65-74,Male,37734.84,29319.859999999997,2358,668
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,75-84,Female,11111.71,8889.37,893,238
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,75-84,Male,5931.9400000000005,4745.549999999999,1272,259
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,85+,Female,6157.24,4925.799999999999,920,186
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,85+,Male,359.77,287.82,1039,175
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,<65,Female,54426.93000000001,43324.06,2025,759
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,false,<65,Male,74461.09,60493.31,2299,872
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,65-74,Female,4181.83,3345.46,701,207
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,65-74,Male,5884.860000000001,5051.36,746,214
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,75-84,Female,4235.39,3792.63,423,93
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,75-84,Male,1693.89,1693.89,420,103
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,85+,Female,5053.1900000000005,4042.5600000000004,267,62
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,85+,Male,2672.52,2672.52,168,48
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,<65,Female,8998.9,8814.91,609,255
2018,Professional,Office (incl. telehealth),Exceptions/unclassified,true,<65,Male,36885.520000000004,28601.32,695,281
2018,Professional,Office (incl. telehealth),Unclassified,false,65-74,Female,1372677.239999996,1046771.7699999996,10679,712
2018,Professional,Office (incl. telehealth),Unclassified,false,65-74,Male,1458613.1500000036,1109108.299999998,11352,700
2018,Professional,Office (incl. telehealth),Unclassified,false,75-84,Female,616241.2300000002,475541.9699999991,4182,248
2018,Professional,Office (incl. telehealth),Unclassified,false,75-84,Male,732366.7800000013,569112.4100000001,6326,278
2018,Professional,Office (incl. telehealth),Unclassified,false,85+,Female,542700.8499999992,424311.0500000012,4469,197
2018,Professional,Office (incl. telehealth),Unclassified,false,85+,Male,552584.6300000008,398628.7900000011,5033,185
2018,Professional,Office (incl. telehealth),Unclassified,false,<65,Female,2638897.720000003,2092557.539999998,12967,1028
2018,Professional,Office (incl. telehealth),Unclassified,false,<65,Male,2506078.990000005,1955957.8000000026,15473,1132
2018,Professional,Office (incl. telehealth),Unclassified,true,65-74,Female,442992.83000000025,357759.7299999999,3354,216
2018,Professional,Office (incl. telehealth),Unclassified,true,65-74,Male,448727.6600000005,380256.4299999998,3622,221
2018,Professional,Office (incl. telehealth),Unclassified,true,75-84,Female,257130.06999999972,208663.18999999977,1933,94
2018,Professional,Office (incl. telehealth),Unclassified,true,75-84,Male,250872.05000000002,215096.09999999983,2092,109
2018,Professional,Office (incl. telehealth),Unclassified,true,85+,Female,159412.96999999997,115060.49999999988,1255,65
2018,Professional,Office (incl. telehealth),Unclassified,true,85+,Male,86923.60999999996,71231.15000000004,739,56
2018,Professional,Office (incl. telehealth),Unclassified,true,<65,Female,716133.4300000016,568179.5800000002,3990,334
2018,Professional,Office (incl. telehealth),Unclassified,true,<65,Male,903779.3500000004,742645.3699999992,4690,355
2018,Professional,Services at home,E&M,false,65-74,Male,615.85,492.68,1,1
2018,Professional,Services at home,E&M,false,85+,Female,431.4,345.12,1,1
2018,Professional,Services at home,E&M,false,<65,Female,468.2,374.56,1,1
2018,Professional,Services at home,E&M,false,<65,Male,1450.5,1160.4,3,3
2018,Professional,Services at home,Exceptions/unclassified,false,65-74,Female,0.0,0.0,7,2
2018,Professional,Services at home,Exceptions/unclassified,false,65-74,Male,0.0,0.0,6,2
2018,Professional,Services at home,Exceptions/unclassified,false,75-84,Female,0.0,0.0,5,2
2018,Professional,Services at home,Exceptions/unclassified,false,75-84,Male,0.0,0.0,3,1
2018,Professional,Services at home,Exceptions/unclassified,false,85+,Female,0.0,0.0,10,3
2018,Professional,Services at home,Exceptions/unclassified,false,85+,Male,0.0,0.0,2,1
2018,Professional,Services at home,Exceptions/unclassified,false,<65,Female,472.9,378.32,12,7
2018,Professional,Services at home,Exceptions/unclassified,false,<65,Male,0.0,0.0,16,7
2018,Professional,Services at home,Exceptions/unclassified,true,65-74,Male,0.0,0.0,3,1
2018,Professional,Services at home,Unclassified,false,65-74,Female,1516.21,1028.22,25,2
2018,Professional,Services at home,Unclassified,false,65-74,Male,1916.5499999999997,1300.9299999999998,32,2
2018,Professional,Services at home,Unclassified,false,75-84,Female,1602.48,1153.3200000000002,26,2
2018,Professional,Services at home,Unclassified,false,75-84,Male,1691.67,1168.42,11,1
2018,Professional,Services at home,Unclassified,false,85+,Female,15874.02,12699.210000000001,46,3
2018,Professional,Services at home,Unclassified,false,85+,Male,1400.5700000000002,1120.4500000000003,8,1
2018,Professional,Services at home,Unclassified,false,<65,Female,8744.73,6808.56,92,9
2018,Professional,Services at home,Unclassified,false,<65,Male,10460.86,7997.26,101,9
